transaction_id,account_id,transaction_amount,merchant_category,transaction_type,location,timestamp
T001666,A00288,70817,Restaurants,Online,Ahmedabad,2023-11-04 03:00:00
T001667,A00262,122101,Healthcare,Credit,Coimbatore,2023-06-16 01:00:00
T001668,A00176,18584,Clothing,Credit,Coimbatore,2023-02-22 21:00:00
T001669,A00166,108488,Education,Debit,Mumbai,2023-02-23 22:00:00
T001670,A00145,13380,Travel,UPI,Kolkata,2023-02-12 01:00:00
T001671,A00330,2854,Clothing,Debit,Bangalore,2023-03-15 05:00:00
T001672,A00370,50358,Education,Credit,Ahmedabad,2023-11-21 00:00:00
T001673,A00283,43486,Electronics,UPI,Hyderabad,2023-10-02 02:00:00
T001674,A00054,31465,Electronics,Credit,Delhi,2023-12-07 20:00:00
T001675,A00178,81453,Clothing,UPI,Bangalore,2023-04-29 09:00:00
T001676,A00419,1903,Education,UPI,Coimbatore,2023-08-27 04:00:00
T001677,A00244,125007,Clothing,Online,Pune,2023-04-11 04:00:00
T001678,A00341,139444,Travel,UPI,Ahmedabad,2023-05-29 10:00:00
T001679,A00127,121445,Education,Debit,Delhi,2023-02-22 23:00:00
T001680,A00409,105310,Gambling,Credit,Kolkata,2023-12-18 20:00:00
T001681,A00412,27217,Gambling,Credit,Delhi,2023-04-26 08:00:00
T001682,A00367,7304,Groceries,Credit,Hyderabad,2023-11-22 01:00:00
T001683,A00271,62619,Electronics,UPI,Jaipur,2023-09-13 22:00:00
T001684,A00132,50486,Education,Debit,Pune,2023-03-22 08:00:00
T001685,A00093,16586,Healthcare,Online,Pune,2023-09-19 02:00:00
T001686,A00379,145946,Electronics,Online,Mumbai,2023-08-14 13:00:00
T001687,A00073,103316,Travel,Debit,Ahmedabad,2023-10-12 12:00:00
T001688,A00411,145545,Travel,Debit,Delhi,2023-04-02 06:00:00
T001689,A00410,3791,Gambling,Debit,Coimbatore,2023-02-11 18:00:00
T001690,A00403,44545,Restaurants,UPI,Pune,2023-10-05 06:00:00
T001691,A00248,101468,Education,UPI,Mumbai,2023-12-04 06:00:00
T001692,A00348,54664,Travel,Online,Delhi,2023-09-10 19:00:00
T001693,A00273,87171,Restaurants,Debit,Ahmedabad,2023-06-06 08:00:00
T001694,A00043,137198,Education,Debit,Mumbai,2023-09-16 08:00:00
T001695,A00377,14173,Electronics,Credit,Delhi,2023-06-22 09:00:00
T001696,A00041,138356,Electronics,Online,Bangalore,2023-06-04 06:00:00
T001697,A00170,1889,Clothing,UPI,Delhi,2023-09-05 15:00:00
T001698,A00434,30453,Restaurants,Debit,Pune,2023-07-04 22:00:00
T001699,A00212,26440,Education,UPI,Ahmedabad,2023-07-04 11:00:00
T001700,A00493,47443,Travel,Credit,Delhi,2023-08-20 12:00:00
T001701,A00168,144858,Electronics,Debit,Kolkata,2023-12-22 12:00:00
T001702,A00039,125977,Clothing,UPI,Hyderabad,2023-04-10 12:00:00
T001703,A00369,33127,Healthcare,UPI,Delhi,2023-10-19 08:00:00
T001704,A00245,149474,Gambling,Online,Ahmedabad,2023-09-21 13:00:00
T001705,A00151,121292,Travel,UPI,Jaipur,2023-03-12 20:00:00
T001706,A00111,90195,Restaurants,UPI,Coimbatore,2023-08-13 07:00:00
T001707,A00480,130663,Restaurants,UPI,Delhi,2023-02-21 09:00:00
T001708,A00436,113670,Healthcare,UPI,Bangalore,2023-04-06 18:00:00
T001709,A00047,26462,Gambling,Credit,Coimbatore,2023-12-14 01:00:00
T001710,A00063,7352,Travel,UPI,Chennai,2023-05-03 02:00:00
T001711,A00225,122018,Travel,Online,Pune,2023-03-18 09:00:00
T001712,A00366,15190,Gambling,Credit,Pune,2023-03-31 03:00:00
T001713,A00069,35210,Clothing,Credit,Mumbai,2023-12-16 23:00:00
T001714,A00299,73727,Jewelry,UPI,Delhi,2023-09-26 04:00:00
T001715,A00432,52485,Groceries,Debit,Pune,2023-04-03 00:00:00
T001716,A00290,5124,Travel,UPI,Mumbai,2023-11-11 17:00:00
T001717,A00296,11541,Gambling,Credit,Bangalore,2023-08-23 06:00:00
T001718,A00203,67925,Electronics,UPI,Hyderabad,2023-09-19 22:00:00
T001719,A00061,116153,Electronics,Online,Coimbatore,2023-11-27 16:00:00
T001720,A00434,76990,Education,Online,Pune,2023-06-03 18:00:00
T001721,A00451,142463,Electronics,Online,Kolkata,2023-04-19 17:00:00
T001722,A00318,127534,Clothing,UPI,Kolkata,2023-09-15 10:00:00
T001723,A00314,116196,Groceries,UPI,Ahmedabad,2023-01-10 07:00:00
T001724,A00161,9802,Education,Credit,Hyderabad,2023-06-07 06:00:00
T001725,A00331,98623,Groceries,Credit,Jaipur,2023-11-26 20:00:00
T001726,A00016,104811,Restaurants,Credit,Kolkata,2023-12-21 18:00:00
T001727,A00338,111995,Jewelry,Debit,Mumbai,2023-09-06 21:00:00
T001728,A00094,27862,Electronics,Online,Ahmedabad,2023-03-28 22:00:00
T001729,A00304,134411,Healthcare,Debit,Kolkata,2023-10-15 08:00:00
T001730,A00138,12667,Healthcare,Debit,Coimbatore,2023-11-08 19:00:00
T001731,A00338,85837,Clothing,Online,Bangalore,2023-11-16 07:00:00
T001732,A00038,6957,Restaurants,Debit,Delhi,2023-10-31 12:00:00
T001733,A00127,65703,Jewelry,UPI,Pune,2023-08-16 13:00:00
T001734,A00275,75499,Travel,Online,Ahmedabad,2023-04-06 07:00:00
T001735,A00164,58186,Travel,Debit,Ahmedabad,2023-07-21 11:00:00
T001736,A00443,89245,Electronics,Debit,Bangalore,2023-04-16 14:00:00
T001737,A00319,32370,Gambling,Debit,Chennai,2023-08-19 10:00:00
T001738,A00077,120171,Restaurants,UPI,Mumbai,2023-01-26 22:00:00
T001739,A00174,2112,Travel,Debit,Hyderabad,2023-02-14 19:00:00
T001740,A00387,59149,Travel,Debit,Mumbai,2023-10-14 12:00:00
T001741,A00458,85089,Electronics,Debit,Hyderabad,2023-12-20 23:00:00
T001742,A00358,89686,Healthcare,Credit,Kolkata,2023-08-07 05:00:00
T001743,A00321,39180,Groceries,Online,Chennai,2023-06-16 10:00:00
T001744,A00376,56979,Electronics,Debit,Mumbai,2023-04-23 06:00:00
T001745,A00091,65988,Jewelry,Debit,Pune,2023-06-29 08:00:00
T001746,A00238,116051,Jewelry,Online,Bangalore,2023-05-14 06:00:00
T001747,A00264,149382,Electronics,Debit,Kolkata,2023-08-14 12:00:00
T001748,A00179,37246,Groceries,UPI,Coimbatore,2023-12-29 22:00:00
T001749,A00494,116393,Groceries,Debit,Hyderabad,2023-11-04 21:00:00
T001750,A00490,94048,Groceries,Debit,Kolkata,2023-07-04 17:00:00
T001751,A00209,36266,Gambling,Credit,Hyderabad,2023-09-04 05:00:00
T001752,A00073,119339,Jewelry,Credit,Delhi,2023-12-01 01:00:00
T001753,A00390,134178,Electronics,UPI,Pune,2023-06-08 18:00:00
T001754,A00107,132176,Gambling,Online,Kolkata,2023-02-08 00:00:00
T001755,A00345,137139,Restaurants,UPI,Mumbai,2023-11-07 02:00:00
T001756,A00295,18979,Education,Online,Mumbai,2023-07-24 06:00:00
T001757,A00369,2361,Healthcare,Debit,Delhi,2023-05-13 20:00:00
T001758,A00444,32423,Healthcare,Credit,Coimbatore,2023-05-15 12:00:00
T001759,A00284,35964,Electronics,UPI,Delhi,2023-01-24 19:00:00
T001760,A00353,8027,Travel,UPI,Ahmedabad,2023-11-20 16:00:00
T001761,A00182,82356,Electronics,Credit,Hyderabad,2023-08-02 23:00:00
T001762,A00037,85003,Clothing,Online,Coimbatore,2023-12-12 09:00:00
T001763,A00137,121786,Healthcare,Debit,Coimbatore,2023-06-18 01:00:00
T001764,A00338,54250,Travel,Online,Bangalore,2023-03-10 07:00:00
T001765,A00056,107267,Restaurants,Credit,Delhi,2023-09-26 11:00:00
T001766,A00187,13156,Travel,Debit,Ahmedabad,2023-07-21 18:00:00
T001767,A00341,142034,Healthcare,Online,Ahmedabad,2023-08-19 21:00:00
T001768,A00258,10898,Jewelry,Debit,Jaipur,2023-06-17 19:00:00
T001769,A00445,106591,Gambling,Credit,Bangalore,2023-01-11 20:00:00
T001770,A00058,51847,Electronics,Debit,Hyderabad,2023-03-16 21:00:00
T001771,A00363,35838,Travel,UPI,Jaipur,2023-01-14 19:00:00
T001772,A00123,17327,Education,Credit,Delhi,2023-06-25 10:00:00
T001773,A00188,83900,Education,UPI,Ahmedabad,2023-12-19 11:00:00
T001774,A00230,126631,Education,Debit,Mumbai,2023-03-27 19:00:00
T001775,A00168,59561,Clothing,Online,Kolkata,2023-01-04 00:00:00
T001776,A00420,57948,Education,Debit,Pune,2023-08-01 23:00:00
T001777,A00114,24785,Education,Credit,Coimbatore,2023-05-02 17:00:00
T001778,A00252,91617,Travel,Credit,Coimbatore,2023-06-12 00:00:00
T001779,A00107,119280,Gambling,Debit,Delhi,2023-01-08 09:00:00
T001780,A00037,3580,Jewelry,Online,Bangalore,2023-03-25 07:00:00
T001781,A00335,15960,Gambling,Credit,Coimbatore,2023-11-06 10:00:00
T001782,A00092,68678,Travel,Debit,Jaipur,2023-07-07 07:00:00
T001783,A00018,57330,Groceries,Online,Bangalore,2023-01-12 05:00:00
T001784,A00354,57126,Restaurants,UPI,Coimbatore,2023-03-10 23:00:00
T001785,A00063,6664,Healthcare,Credit,Kolkata,2023-04-16 13:00:00
T001786,A00150,20112,Healthcare,UPI,Hyderabad,2023-07-27 14:00:00
T001787,A00139,54269,Gambling,Credit,Ahmedabad,2023-07-01 17:00:00
T001788,A00186,26441,Clothing,UPI,Pune,2023-09-12 22:00:00
T001789,A00185,46941,Healthcare,Debit,Pune,2023-12-29 08:00:00
T001790,A00205,92684,Jewelry,Online,Kolkata,2023-04-11 04:00:00
T001791,A00260,43435,Education,Debit,Hyderabad,2023-04-02 17:00:00
T001792,A00214,55255,Clothing,Debit,Jaipur,2023-09-08 19:00:00
T001793,A00256,98414,Gambling,Debit,Bangalore,2023-08-24 19:00:00
T001794,A00135,29627,Groceries,Credit,Jaipur,2023-02-18 01:00:00
T001795,A00061,95566,Healthcare,UPI,Coimbatore,2023-06-23 09:00:00
T001796,A00363,50753,Electronics,Credit,Jaipur,2023-02-25 16:00:00
T001797,A00310,102007,Travel,Credit,Coimbatore,2023-12-25 06:00:00
T001798,A00088,33157,Gambling,Online,Pune,2023-05-25 22:00:00
T001799,A00324,104092,Restaurants,Debit,Ahmedabad,2023-01-12 12:00:00
T001800,A00476,7493,Education,Credit,Ahmedabad,2023-10-09 14:00:00
T001801,A00207,75504,Clothing,UPI,Jaipur,2023-05-26 00:00:00
T001802,A00129,92056,Electronics,Credit,Delhi,2023-04-09 09:00:00
T001803,A00311,84713,Clothing,Online,Ahmedabad,2023-08-12 16:00:00
T001804,A00003,59271,Travel,Online,Coimbatore,2023-12-27 12:00:00
T001805,A00462,29436,Groceries,UPI,Coimbatore,2023-04-12 22:00:00
T001806,A00422,144157,Restaurants,Online,Kolkata,2023-11-13 17:00:00
T001807,A00242,12114,Groceries,Debit,Ahmedabad,2023-07-30 11:00:00
T001808,A00121,139546,Education,Debit,Mumbai,2023-05-27 13:00:00
T001809,A00385,91613,Clothing,Online,Ahmedabad,2023-07-20 02:00:00
T001810,A00102,136756,Electronics,Credit,Coimbatore,2023-04-09 23:00:00
T001811,A00038,144137,Travel,Online,Delhi,2023-11-24 02:00:00
T001812,A00341,84869,Groceries,UPI,Ahmedabad,2023-10-09 00:00:00
T001813,A00496,126192,Jewelry,Debit,Coimbatore,2023-09-24 05:00:00
T001814,A00413,28882,Education,Debit,Bangalore,2023-09-18 08:00:00
T001815,A00133,110563,Groceries,Credit,Kolkata,2023-02-10 11:00:00
T001816,A00497,85947,Healthcare,UPI,Mumbai,2023-10-25 08:00:00
T001817,A00202,88534,Healthcare,Debit,Bangalore,2023-12-14 16:00:00
T001818,A00348,60873,Jewelry,Debit,Delhi,2023-06-15 00:00:00
T001819,A00021,14210,Restaurants,UPI,Kolkata,2023-05-09 14:00:00
T001820,A00242,88612,Jewelry,Credit,Ahmedabad,2023-06-15 07:00:00
T001821,A00455,5925,Electronics,Online,Delhi,2023-07-26 07:00:00
T001822,A00451,134660,Gambling,Credit,Hyderabad,2023-06-16 18:00:00
T001823,A00109,67531,Travel,Debit,Hyderabad,2023-04-08 04:00:00
T001824,A00303,68544,Travel,Debit,Ahmedabad,2023-07-02 07:00:00
T001825,A00084,67047,Healthcare,Credit,Kolkata,2023-01-29 13:00:00
T001826,A00083,136629,Groceries,Credit,Mumbai,2023-06-12 00:00:00
T001827,A00291,38316,Healthcare,Debit,Pune,2023-02-10 08:00:00
T001828,A00452,93330,Restaurants,UPI,Hyderabad,2023-11-02 00:00:00
T001829,A00069,8947,Gambling,UPI,Chennai,2023-03-26 17:00:00
T001830,A00129,14758,Gambling,Online,Delhi,2023-10-22 19:00:00
T001831,A00196,126978,Groceries,Debit,Bangalore,2023-08-08 05:00:00
T001832,A00140,148699,Healthcare,Debit,Jaipur,2023-01-27 21:00:00
T001833,A00444,29776,Restaurants,Online,Coimbatore,2023-06-21 17:00:00
T001834,A00283,147953,Education,Debit,Hyderabad,2023-12-05 00:00:00
T001835,A00312,745,Jewelry,Debit,Delhi,2023-09-26 04:00:00
T001836,A00234,97576,Restaurants,Credit,Delhi,2023-10-23 17:00:00
T001837,A00023,78336,Groceries,UPI,Pune,2023-12-12 12:00:00
T001838,A00153,18718,Education,UPI,Hyderabad,2023-08-21 18:00:00
T001839,A00277,61959,Gambling,UPI,Chennai,2023-02-06 04:00:00
T001840,A00061,58927,Gambling,Online,Mumbai,2023-09-04 10:00:00
T001841,A00319,97489,Groceries,Credit,Chennai,2023-12-09 05:00:00
T001842,A00378,125214,Travel,Debit,Jaipur,2023-09-22 19:00:00
T001843,A00052,96826,Restaurants,UPI,Hyderabad,2023-03-21 07:00:00
T001844,A00344,128177,Groceries,UPI,Jaipur,2023-04-18 08:00:00
T001845,A00153,133134,Jewelry,Credit,Hyderabad,2023-06-21 05:00:00
T001846,A00237,128473,Restaurants,Debit,Coimbatore,2023-07-12 06:00:00
T001847,A00311,126176,Clothing,Online,Delhi,2023-11-30 22:00:00
T001848,A00302,62497,Electronics,Debit,Bangalore,2023-05-18 05:00:00
T001849,A00032,70051,Healthcare,Online,Bangalore,2023-03-22 15:00:00
T001850,A00055,55870,Travel,Online,Pune,2023-01-26 15:00:00
T001851,A00352,31645,Education,Debit,Kolkata,2023-07-30 17:00:00
T001852,A00389,8805,Travel,Online,Pune,2023-12-20 06:00:00
T001853,A00036,10804,Groceries,UPI,Ahmedabad,2023-03-22 03:00:00
T001854,A00110,28771,Travel,Credit,Delhi,2023-09-26 23:00:00
T001855,A00490,21303,Travel,UPI,Kolkata,2023-11-13 20:00:00
T001856,A00177,82027,Healthcare,Online,Hyderabad,2023-12-06 16:00:00
T001857,A00362,120603,Gambling,Online,Coimbatore,2023-04-26 13:00:00
T001858,A00314,92215,Travel,Credit,Mumbai,2023-08-05 09:00:00
T001859,A00295,12551,Healthcare,Credit,Mumbai,2023-03-21 07:00:00
T001860,A00336,111472,Groceries,UPI,Pune,2023-01-06 23:00:00
T001861,A00097,120202,Travel,Credit,Delhi,2023-11-09 08:00:00
T001862,A00369,96713,Clothing,Credit,Delhi,2023-04-05 00:00:00
T001863,A00213,75956,Travel,Online,Jaipur,2023-01-30 03:00:00
T001864,A00317,58742,Clothing,Credit,Kolkata,2023-09-21 06:00:00
T001865,A00137,87756,Restaurants,Online,Jaipur,2023-01-12 06:00:00
T001866,A00006,34712,Education,Debit,Hyderabad,2023-12-10 22:00:00
T001867,A00499,118399,Electronics,Debit,Bangalore,2023-02-11 23:00:00
T001868,A00109,129948,Groceries,Debit,Hyderabad,2023-10-28 03:00:00
T001869,A00035,87706,Restaurants,Online,Delhi,2023-06-05 04:00:00
T001870,A00039,99083,Healthcare,Debit,Hyderabad,2023-10-02 23:00:00
T001871,A00150,7290,Travel,UPI,Hyderabad,2023-09-28 07:00:00
T001872,A00425,142733,Education,Online,Ahmedabad,2023-11-26 21:00:00
T001873,A00118,29717,Clothing,UPI,Pune,2023-07-07 21:00:00
T001874,A00261,144743,Education,Online,Coimbatore,2023-08-14 00:00:00
T001875,A00426,109419,Groceries,UPI,Ahmedabad,2023-06-30 00:00:00
T001876,A00087,97031,Electronics,Debit,Pune,2023-08-17 00:00:00
T001877,A00465,109,Education,UPI,Pune,2023-10-28 06:00:00
T001878,A00076,114391,Education,Debit,Delhi,2023-10-14 08:00:00
T001879,A00471,80839,Travel,Online,Ahmedabad,2023-11-27 03:00:00
T001880,A00464,53468,Restaurants,Debit,Bangalore,2023-07-16 12:00:00
T001881,A00451,76014,Education,Credit,Kolkata,2023-10-24 14:00:00
T001882,A00414,48947,Electronics,Credit,Kolkata,2023-04-20 04:00:00
T001883,A00313,75855,Clothing,Debit,Chennai,2023-04-16 16:00:00
T001884,A00383,95591,Healthcare,Credit,Pune,2023-08-01 15:00:00
T001885,A00214,98447,Groceries,Credit,Jaipur,2023-10-23 00:00:00
T001886,A00457,40194,Electronics,Credit,Pune,2023-08-10 13:00:00
T001887,A00285,127891,Travel,Credit,Chennai,2023-02-19 19:00:00
T001888,A00239,126589,Jewelry,UPI,Ahmedabad,2023-12-29 11:00:00
T001889,A00165,141258,Education,Credit,Ahmedabad,2023-01-17 20:00:00
T001890,A00087,93993,Clothing,Online,Pune,2023-02-23 22:00:00
T001891,A00141,40644,Restaurants,Debit,Chennai,2023-09-10 06:00:00
T001892,A00160,92498,Groceries,Online,Mumbai,2023-06-01 01:00:00
T001893,A00046,47760,Groceries,Credit,Coimbatore,2023-11-24 20:00:00
T001894,A00372,73836,Groceries,Online,Mumbai,2023-04-28 11:00:00
T001895,A00495,71268,Restaurants,Credit,Pune,2023-07-18 07:00:00
T001896,A00112,34730,Education,UPI,Ahmedabad,2023-08-28 09:00:00
T001897,A00407,4811,Healthcare,UPI,Pune,2023-11-12 04:00:00
T001898,A00045,2557,Restaurants,UPI,Jaipur,2023-06-01 13:00:00
T001899,A00401,76832,Healthcare,Credit,Ahmedabad,2023-03-20 01:00:00
T001900,A00247,78475,Jewelry,Debit,Hyderabad,2023-02-28 14:00:00
T001901,A00104,39567,Gambling,UPI,Mumbai,2023-08-18 18:00:00
T001902,A00085,144339,Electronics,Credit,Delhi,2023-03-07 17:00:00
T001903,A00450,7257,Clothing,Credit,Hyderabad,2023-11-20 20:00:00
T001904,A00485,110457,Restaurants,Online,Pune,2023-08-13 03:00:00
T001905,A00134,2814,Jewelry,Credit,Hyderabad,2023-08-10 07:00:00
T001906,A00108,27317,Healthcare,Online,Bangalore,2023-08-20 03:00:00
T001907,A00018,40232,Healthcare,UPI,Bangalore,2023-02-03 15:00:00
T001908,A00094,96753,Restaurants,Online,Ahmedabad,2023-04-10 19:00:00
T001909,A00150,80892,Education,Credit,Hyderabad,2023-07-08 12:00:00
T001910,A00246,56471,Healthcare,Online,Bangalore,2023-02-28 23:00:00
T001911,A00289,56888,Travel,UPI,Chennai,2023-11-09 20:00:00
T001912,A00414,9683,Clothing,Credit,Kolkata,2023-04-13 01:00:00
T001913,A00209,42142,Electronics,Debit,Hyderabad,2023-05-26 16:00:00
T001914,A00126,90505,Education,Debit,Coimbatore,2023-10-23 23:00:00
T001915,A00235,77907,Groceries,Credit,Ahmedabad,2023-07-17 04:00:00
T001916,A00416,68471,Jewelry,UPI,Ahmedabad,2023-10-20 14:00:00
T001917,A00426,139185,Jewelry,Credit,Ahmedabad,2023-11-09 07:00:00
T001918,A00499,78875,Groceries,Debit,Jaipur,2023-12-29 18:00:00
T001919,A00462,37073,Jewelry,Credit,Coimbatore,2023-08-01 11:00:00
T001920,A00122,67790,Groceries,Online,Jaipur,2023-11-02 12:00:00
T001921,A00138,69559,Electronics,Online,Coimbatore,2023-05-18 06:00:00
T001922,A00495,31658,Education,UPI,Pune,2023-05-02 04:00:00
T001923,A00115,108450,Healthcare,UPI,Coimbatore,2023-08-14 16:00:00
T001924,A00420,40130,Education,UPI,Pune,2023-12-22 12:00:00
T001925,A00162,36736,Education,UPI,Pune,2023-08-25 06:00:00
T001926,A00201,109628,Restaurants,Online,Ahmedabad,2023-04-13 20:00:00
T001927,A00234,63666,Travel,Debit,Delhi,2023-04-12 04:00:00
T001928,A00028,51259,Jewelry,UPI,Coimbatore,2023-06-03 16:00:00
T001929,A00011,56125,Gambling,UPI,Coimbatore,2023-09-14 04:00:00
T001930,A00206,109563,Education,Debit,Jaipur,2023-03-26 11:00:00
T001931,A00167,12534,Electronics,UPI,Chennai,2023-10-26 19:00:00
T001932,A00247,46196,Healthcare,Debit,Ahmedabad,2023-01-14 03:00:00
T001933,A00047,47571,Electronics,UPI,Coimbatore,2023-06-16 05:00:00
T001934,A00246,56104,Electronics,UPI,Bangalore,2023-01-23 02:00:00
T001935,A00127,10587,Clothing,UPI,Delhi,2023-11-25 12:00:00
T001936,A00147,76025,Restaurants,Online,Hyderabad,2023-03-19 11:00:00
T001937,A00118,97025,Gambling,Online,Coimbatore,2023-07-18 05:00:00
T001938,A00399,113600,Gambling,Online,Bangalore,2023-11-25 00:00:00
T001939,A00382,9710,Electronics,UPI,Hyderabad,2023-02-14 11:00:00
T001940,A00412,53651,Gambling,Online,Delhi,2023-01-31 07:00:00
T001941,A00152,13969,Healthcare,Online,Mumbai,2023-01-11 03:00:00
T001942,A00072,88566,Travel,Online,Pune,2023-01-30 15:00:00
T001943,A00363,23079,Groceries,Credit,Pune,2023-11-27 04:00:00
T001944,A00137,11592,Healthcare,Online,Jaipur,2023-12-19 14:00:00
T001945,A00175,115481,Gambling,Credit,Bangalore,2023-04-17 16:00:00
T001946,A00289,61020,Electronics,Online,Chennai,2023-08-03 03:00:00
T001947,A00446,112884,Jewelry,UPI,Kolkata,2023-05-29 08:00:00
T001948,A00481,94357,Healthcare,UPI,Bangalore,2023-06-16 19:00:00
T001949,A00019,23509,Electronics,UPI,Pune,2023-04-01 17:00:00
T001950,A00195,116543,Groceries,Credit,Mumbai,2023-02-04 21:00:00
T001951,A00330,60528,Gambling,UPI,Bangalore,2023-06-04 18:00:00
T001952,A00424,26555,Gambling,Debit,Delhi,2023-05-09 06:00:00
T001953,A00175,132019,Healthcare,Online,Bangalore,2023-07-29 16:00:00
T001954,A00490,76799,Jewelry,Credit,Ahmedabad,2023-03-10 18:00:00
T001955,A00449,53313,Healthcare,Credit,Kolkata,2023-05-03 20:00:00
T001956,A00413,115983,Travel,Credit,Coimbatore,2023-04-16 00:00:00
T001957,A00434,140876,Electronics,UPI,Pune,2023-10-30 21:00:00
T001958,A00354,31949,Travel,Debit,Mumbai,2023-11-13 13:00:00
T001959,A00499,71968,Electronics,Credit,Hyderabad,2023-01-16 02:00:00
T001960,A00141,122942,Education,Online,Chennai,2023-04-05 00:00:00
T001961,A00246,136820,Travel,Online,Chennai,2023-11-03 08:00:00
T001962,A00385,31893,Groceries,Debit,Ahmedabad,2023-07-01 14:00:00
T001963,A00418,85340,Education,Online,Pune,2023-08-09 17:00:00
T001964,A00093,84477,Travel,Debit,Bangalore,2023-07-22 13:00:00
T001965,A00432,3550,Groceries,Online,Pune,2023-02-06 11:00:00
T001966,A00239,8518,Education,Debit,Ahmedabad,2023-09-06 03:00:00
T001967,A00205,34675,Education,UPI,Ahmedabad,2023-10-25 01:00:00
T001968,A00048,130676,Education,Online,Kolkata,2023-06-10 11:00:00
T001969,A00433,97360,Gambling,Online,Coimbatore,2023-11-22 05:00:00
T001970,A00245,114109,Electronics,Online,Ahmedabad,2023-10-05 08:00:00
T001971,A00320,33286,Jewelry,UPI,Delhi,2023-03-22 02:00:00
T001972,A00317,26551,Electronics,UPI,Kolkata,2023-02-17 00:00:00
T001973,A00413,3255,Restaurants,Credit,Kolkata,2023-07-10 01:00:00
T001974,A00295,140282,Restaurants,Credit,Mumbai,2023-02-12 11:00:00
T001975,A00128,29548,Jewelry,Debit,Kolkata,2023-07-29 08:00:00
T001976,A00344,127034,Gambling,Credit,Jaipur,2023-11-12 14:00:00
T001977,A00282,128629,Jewelry,Online,Delhi,2023-06-13 15:00:00
T001978,A00017,129344,Gambling,UPI,Ahmedabad,2023-04-29 09:00:00
T001979,A00071,45331,Groceries,UPI,Pune,2023-08-17 05:00:00
T001980,A00269,35499,Restaurants,UPI,Delhi,2023-02-12 00:00:00
T001981,A00325,72504,Clothing,UPI,Ahmedabad,2023-02-21 02:00:00
T001982,A00282,48798,Jewelry,Debit,Delhi,2023-03-10 03:00:00
T001983,A00305,45479,Jewelry,Credit,Mumbai,2023-10-30 13:00:00
T001984,A00451,97375,Restaurants,UPI,Kolkata,2023-12-21 19:00:00
T001985,A00007,134984,Jewelry,Debit,Pune,2023-11-10 17:00:00
T001986,A00314,148442,Restaurants,Online,Jaipur,2023-03-12 05:00:00
T001987,A00305,24078,Education,Credit,Mumbai,2023-06-04 16:00:00
T001988,A00103,11631,Clothing,Debit,Coimbatore,2023-10-22 02:00:00
T001989,A00309,28883,Electronics,UPI,Pune,2023-12-30 21:00:00
T001990,A00193,13336,Travel,UPI,Chennai,2023-05-03 16:00:00
T001991,A00241,117585,Education,UPI,Coimbatore,2023-02-25 07:00:00
T001992,A00062,69783,Clothing,Online,Jaipur,2023-09-04 02:00:00
T001993,A00017,149687,Groceries,Credit,Ahmedabad,2023-04-05 04:00:00
T001994,A00171,93906,Education,UPI,Ahmedabad,2023-03-01 13:00:00
T001995,A00025,133931,Travel,Credit,Hyderabad,2023-05-04 10:00:00
T001996,A00251,13432,Electronics,Online,Hyderabad,2023-11-04 18:00:00
T001997,A00253,54002,Gambling,Debit,Chennai,2023-04-13 20:00:00
T001998,A00387,9298,Clothing,Credit,Mumbai,2023-05-15 12:00:00
T001999,A00207,103407,Education,Debit,Bangalore,2023-12-13 16:00:00
T002000,A00029,146904,Clothing,Credit,Chennai,2023-07-03 07:00:00
T002001,A00117,106309,Electronics,UPI,Chennai,2023-06-15 06:00:00
T002002,A00491,86123,Clothing,UPI,Coimbatore,2023-08-09 01:00:00
T002003,A00416,132953,Gambling,Debit,Kolkata,2023-07-29 01:00:00
T002004,A00282,79048,Clothing,Credit,Jaipur,2023-08-03 19:00:00
T002005,A00380,50241,Education,Online,Pune,2023-02-22 02:00:00
T002006,A00144,109760,Education,Credit,Mumbai,2023-07-15 08:00:00
T002007,A00025,31585,Education,Debit,Hyderabad,2023-06-19 17:00:00
T002008,A00310,54451,Electronics,Credit,Jaipur,2023-06-07 19:00:00
T002009,A00156,26754,Jewelry,Credit,Coimbatore,2023-08-24 18:00:00
T002010,A00073,51629,Electronics,Debit,Chennai,2023-06-07 04:00:00
T002011,A00120,104449,Groceries,Debit,Delhi,2023-04-03 04:00:00
T002012,A00312,16765,Travel,Debit,Delhi,2023-10-14 03:00:00
T002013,A00321,62575,Healthcare,Credit,Chennai,2023-10-18 03:00:00
T002014,A00093,47902,Clothing,Debit,Bangalore,2023-08-26 05:00:00
T002015,A00086,77992,Jewelry,Debit,Hyderabad,2023-06-16 07:00:00
T002016,A00336,36462,Gambling,Online,Pune,2023-04-02 03:00:00
T002017,A00425,39438,Groceries,Online,Ahmedabad,2023-05-07 08:00:00
T002018,A00499,93104,Jewelry,Online,Hyderabad,2023-06-12 15:00:00
T002019,A00364,96564,Clothing,Debit,Jaipur,2023-12-09 12:00:00
T002020,A00435,2220,Restaurants,Debit,Coimbatore,2023-06-02 22:00:00
T002021,A00118,110389,Electronics,Online,Kolkata,2023-08-27 15:00:00
T002022,A00233,885,Groceries,UPI,Mumbai,2023-07-23 22:00:00
T002023,A00199,57025,Travel,UPI,Delhi,2023-08-18 22:00:00
T002024,A00206,66573,Gambling,Online,Pune,2023-04-08 08:00:00
T002025,A00413,108285,Electronics,Online,Coimbatore,2023-05-19 11:00:00
