transaction_id,account_id,transaction_amount,merchant_category,transaction_type,location,timestamp,fraud_flag,customer_id,account_type,balance,account_open_date,age,occupation,annual_income,city,hour_of_day,is_night_transaction,is_weekend,transaction_frequency,avg_spending,std_spending,amount_zscore,location_deviation,is_high_risk_merchant,amount_to_balance_ratio,txn_to_monthly_income_ratio,account_age_days
T001108,A00352,93576,Travel,Online,Kolkata,2023-08-03 09:00:00,0,C0352,Salary,349086,2018-12-04,45,Teacher,897135,Hyderabad,9,0,0,20,67461.45,43523.626017764305,0.6000086019795609,1,0,0.2680592517051623,1.2516644652142654,1703
T001109,A00484,133151,Groceries,Credit,Pune,2023-05-16 06:00:00,1,C0484,Savings,295998,2022-12-05,55,Businessman,873044,Delhi,6,0,0,13,83617.69230769231,33341.49050703597,1.485635673121896,1,0,0.4498359791756053,1.8301620536880157,162
T001110,A00495,93909,Travel,UPI,Coimbatore,2023-09-01 22:00:00,0,C0495,Salary,473270,2020-12-21,58,Lawyer,1526476,Pune,22,1,0,21,84577.57142857143,38110.53351052886,0.24485169090720169,1,0,0.19842542644700395,0.738241544577183,984
T001111,A00094,137784,Travel,UPI,Hyderabad,2023-06-04 16:00:00,0,C0094,Current,198021,2020-05-24,56,Doctor,1088260,Ahmedabad,16,0,1,27,57786.0,40720.67006494934,1.964555098734953,1,0,0.6958014766036097,1.5193133993714738,1106
T001112,A00321,26863,Groceries,Credit,Chennai,2023-05-23 09:00:00,0,C0321,Savings,456157,2019-10-08,42,Accountant,1567543,Chennai,9,0,0,26,59935.0,41871.25826148529,-0.789849681456094,0,0,0.058889682960728516,0.20564411949145894,1323
T001113,A00427,137194,Restaurants,UPI,Delhi,2023-09-26 13:00:00,0,C0427,Current,108892,2022-03-11,37,Engineer,701921,Delhi,13,0,0,21,82930.95238095238,48975.18078524692,1.1079703382206523,0,0,1.2598973304069132,2.345460529033894,564
T001114,A00039,59850,Healthcare,Credit,Ahmedabad,2023-08-14 17:00:00,0,C0039,Salary,371936,2020-07-05,39,Accountant,1202580,Hyderabad,17,0,0,28,85161.96428571429,45429.89869179575,-0.5571653253606179,1,0,0.16091434839771251,0.5972159856308936,1135
T001115,A00081,73468,Restaurants,UPI,Coimbatore,2023-06-22 23:00:00,0,C0081,Savings,338373,2021-11-24,36,Businessman,1247609,Coimbatore,23,1,0,12,59930.916666666664,47736.54664445134,0.28357902456077266,0,0,0.217120700763061,0.7066444695413386,575
T001116,A00187,124449,Jewelry,UPI,Hyderabad,2023-09-29 13:00:00,0,C0187,Current,440207,2018-02-01,23,Manager,1927781,Hyderabad,13,0,0,29,69586.31034482758,47548.00691564522,1.153837841247566,0,1,0.282704994002835,0.7746668319689841,2066
T001117,A00084,123959,Gambling,Debit,Jaipur,2023-06-02 11:00:00,0,C0084,Savings,478570,2022-10-19,28,Accountant,1537715,Kolkata,11,0,0,24,78541.04166666667,42421.46779380456,1.070636182465294,1,1,0.25901903792749664,0.9673496063965039,226
T001118,A00088,148811,Travel,UPI,Coimbatore,2023-11-09 18:00:00,0,C0088,Current,294749,2020-04-20,29,Manager,689678,Coimbatore,18,0,0,21,82048.33333333333,40246.008647235234,1.6588642926521122,0,0,0.504871925360475,2.5892256966294416,1298
T001119,A00242,399,Education,Credit,Ahmedabad,2023-07-09 16:00:00,0,C0242,Savings,405195,2020-12-31,37,Accountant,1403894,Ahmedabad,16,0,1,22,66514.77272727272,51914.045185453586,-1.273562337342159,0,0,0.0009847086348335127,0.0034105138991975177,920
T001120,A00342,119309,Healthcare,UPI,Delhi,2023-08-25 09:00:00,0,C0342,Salary,375965,2021-05-26,61,Manager,1874623,Delhi,9,0,0,15,67921.13333333333,47422.45864998486,1.0836187774646955,0,0,0.31733986583893226,0.7637311608787473,821
T001121,A00093,128477,Travel,UPI,Bangalore,2023-03-31 21:00:00,0,C0093,Current,336396,2018-09-07,56,Doctor,1915397,Bangalore,21,0,0,28,79206.21428571429,47221.99932576713,1.0433862694881841,0,0,0.38192076623751103,0.8049109401340819,1666
T001122,A00086,96290,Jewelry,Online,Bangalore,2023-01-25 05:00:00,0,C0086,Salary,494626,2019-08-05,45,Accountant,1254480,Hyderabad,5,1,0,15,67685.66666666667,52473.31551052084,0.5451215166230194,1,1,0.19467194471793897,0.9210828391046489,1269
T001123,A00044,112633,Education,Credit,Mumbai,2023-02-03 03:00:00,0,C0044,Current,490278,2022-05-25,47,Doctor,1812950,Mumbai,3,1,0,22,84200.5,47278.01415714134,0.6013894726097601,0,0,0.22973245845732737,0.7455230425549519,254
T001124,A00137,83300,Jewelry,UPI,Bangalore,2023-03-20 11:00:00,1,C0137,Savings,431577,2019-05-05,58,Lawyer,1684418,Jaipur,11,0,0,22,70858.59090909091,45813.38420224782,0.2715671262351026,1,1,0.19301261880818762,0.5934393956844441,1415
T001125,A00421,144200,Clothing,Debit,Bangalore,2023-09-09 20:00:00,1,C0421,Salary,380319,2019-05-16,35,Lawyer,1237583,Jaipur,20,0,1,18,68437.05555555556,51075.976183665625,1.4833381582763334,1,0,0.3791543962978544,1.3982092514199047,1577
T001126,A00074,25537,Travel,Online,Ahmedabad,2023-08-06 12:00:00,0,C0074,Current,279555,2021-05-28,37,Teacher,825134,Ahmedabad,12,0,1,22,64475.181818181816,41222.37539496557,-0.9445885018779698,0,0,0.09134842392937371,0.3713869504831942,800
T001127,A00036,4689,Education,Debit,Jaipur,2023-01-24 20:00:00,0,C0036,Salary,477580,2019-08-04,42,Engineer,1461157,Jaipur,20,0,0,10,46132.0,33940.69226688748,-1.2210416827717967,0,0,0.009818229787198401,0.038509208798233184,1269
T001128,A00101,73769,Education,Debit,Kolkata,2023-02-20 06:00:00,0,C0101,Salary,239213,2019-10-01,28,Manager,871650,Delhi,6,0,0,23,84706.47826086957,45429.81692764182,-0.24075549937368662,1,0,0.30838078038910766,1.0155773532954742,1238
T001129,A00476,81095,Healthcare,Online,Ahmedabad,2023-05-09 08:00:00,0,C0476,Current,180006,2022-10-29,44,Teacher,1780035,Ahmedabad,8,0,0,23,80074.86956521739,41840.449010393095,0.024381440900149265,0,0,0.4505102579344137,0.5466971155061557,192
T001130,A00156,63945,Gambling,Debit,Jaipur,2023-04-13 12:00:00,0,C0156,Savings,200713,2022-06-22,32,Doctor,949789,Jaipur,12,0,0,27,69489.85185185185,32068.164000482215,-0.17290830406656504,0,1,0.31858764211764,0.8079057559099969,295
T001131,A00426,73034,Jewelry,Credit,Ahmedabad,2023-06-16 21:00:00,0,C0426,Savings,340589,2022-04-15,33,Lawyer,1729585,Ahmedabad,21,0,0,26,80352.0,42552.19649700823,-0.17197702122179556,0,1,0.21443377668164068,0.5067157728588071,427
T001132,A00255,23192,Jewelry,Credit,Chennai,2023-07-25 05:00:00,1,C0255,Current,423443,2020-02-14,24,Engineer,391751,Kolkata,5,1,0,19,57692.94736842105,45646.6741413188,-0.7558260928629459,1,1,0.054769934158944274,0.710410439284137,1257
T001133,A00171,143549,Groceries,Debit,Ahmedabad,2023-04-19 21:00:00,0,C0171,Current,426818,2018-04-08,58,Teacher,1498222,Ahmedabad,21,0,0,23,76183.43478260869,41583.59327123891,1.6200034657414846,0,0,0.33632289096783413,1.1497548427402615,1837
T001134,A00469,118947,Healthcare,Credit,Bangalore,2023-03-13 11:00:00,0,C0469,Current,448031,2019-11-04,64,Manager,636676,Hyderabad,11,0,0,17,75088.70588235294,43473.09849746839,1.0088605513177558,1,0,0.2654877330190701,2.2419001187417145,1225
T001135,A00216,91268,Gambling,UPI,Jaipur,2023-08-07 13:00:00,0,C0216,Savings,34956,2020-12-03,24,Teacher,1796972,Jaipur,13,0,0,27,76522.44444444444,41372.783779207144,0.3564071403618309,0,1,2.6108647767256916,0.6094786117980693,977
T001136,A00170,46735,Jewelry,UPI,Chennai,2023-03-07 09:00:00,0,C0170,Current,229033,2020-04-21,30,Businessman,1451550,Chennai,9,0,0,17,80651.88235294117,53810.17176250504,-0.6303061529451293,0,1,0.2040526734022023,0.38635940890771936,1050
T001137,A00252,100704,Electronics,UPI,Pune,2023-01-29 04:00:00,0,C0252,Salary,314001,2022-01-17,56,Doctor,841656,Coimbatore,4,1,1,10,74244.4,39326.98324786403,0.672810315330686,1,0,0.3207113330488341,1.4357979982320568,377
T001138,A00360,55502,Jewelry,Debit,Chennai,2023-04-15 17:00:00,0,C0360,Savings,368748,2018-09-30,35,Salesperson,1605585,Chennai,17,0,1,15,68075.8,40296.69328901035,-0.31203056563028486,0,1,0.1505143064794752,0.414817029307075,1658
T001139,A00322,80901,Healthcare,Debit,Pune,2023-05-08 04:00:00,0,C0322,Savings,63005,2018-07-30,53,Businessman,683152,Pune,4,1,0,19,66108.36842105263,42992.652537911796,0.34407348013484235,0,0,1.2840205694695743,1.421077593273532,1743
T001140,A00055,102395,Travel,Credit,Pune,2023-03-26 15:00:00,0,C0055,Savings,230469,2019-09-04,25,Businessman,718034,Pune,15,0,1,16,65802.4375,41769.32286414477,0.8760631006400978,0,0,0.44428775979520113,1.7112560129464622,1299
T001141,A00456,82533,Groceries,Credit,Bangalore,2023-03-04 20:00:00,0,C0456,Savings,332841,2020-02-26,45,Teacher,1062092,Bangalore,20,0,1,17,77617.41176470589,49435.90298186484,0.09943356829341936,0,0,0.2479644996725173,0.9324954900328785,1102
T001142,A00432,102635,Gambling,Credit,Ahmedabad,2023-06-30 09:00:00,0,C0432,Current,85073,2018-09-27,57,Engineer,1579361,Pune,9,0,0,18,91099.77777777778,46134.781364982875,0.2500330960921744,1,1,1.2064202929214567,0.7798217127053284,1737
T001143,A00091,8412,Clothing,Debit,Kolkata,2023-02-08 00:00:00,0,C0091,Salary,408172,2022-07-01,38,Doctor,1164909,Kolkata,0,1,0,15,61073.666666666664,35668.72672978122,-1.4764100514610567,0,0,0.02060890847753281,0.08665397898033236,222
T001144,A00278,84867,Travel,Credit,Bangalore,2023-08-07 11:00:00,0,C0278,Current,75119,2019-01-01,54,Lawyer,1483445,Bangalore,11,0,0,28,65090.57142857143,45616.299672480265,0.4335386410870902,0,0,1.1297523961661342,0.6865128130803636,1679
T001145,A00101,62363,Education,UPI,Delhi,2023-08-10 18:00:00,0,C0101,Salary,239213,2019-10-01,28,Manager,871650,Delhi,18,0,0,23,84706.47826086957,45429.81692764182,-0.4918240876131432,0,0,0.26069962460391116,0.8585510239201515,1409
T001146,A00155,44051,Jewelry,UPI,Mumbai,2023-02-13 23:00:00,0,C0155,Savings,109576,2019-06-13,51,Accountant,799097,Mumbai,23,1,0,20,74420.3,40588.57951132767,-0.7482227849714322,0,1,0.4020095457988446,0.6615116813102789,1341
T001147,A00377,108219,Healthcare,Online,Pune,2023-11-14 22:00:00,0,C0377,Current,100081,2019-03-30,58,Manager,1978811,Pune,22,1,0,19,79140.42105263157,42083.973092583714,0.6909656292051196,0,0,1.08130333126836,0.6562668188119027,1690
T001148,A00349,105004,Gambling,Online,Chennai,2023-10-24 03:00:00,1,C0349,Salary,276038,2018-02-10,47,Accountant,1408252,Chennai,3,1,0,20,85608.3,50300.13683574565,0.3855993486327158,0,1,0.38039552382090935,0.8947603127849277,2082
T001149,A00451,23493,Education,Online,Kolkata,2023-08-25 06:00:00,1,C0451,Salary,273787,2020-02-02,23,Doctor,335954,Kolkata,6,0,0,25,77086.28,36507.055775242494,-1.4680252587321665,0,0,0.08580726693646179,0.8391505979985355,1300
T001150,A00364,138338,Clothing,UPI,Jaipur,2023-03-14 22:00:00,0,C0364,Salary,258113,2020-05-11,49,Doctor,1899601,Jaipur,22,1,0,19,85786.78947368421,46205.11818159801,1.1373460905299713,0,0,0.5359569802490373,0.8738972026230771,1037
T001151,A00141,102777,Groceries,Debit,Chennai,2023-11-12 15:00:00,0,C0141,Salary,295524,2020-10-11,64,Engineer,1344027,Chennai,15,0,1,30,58828.4,44759.8769039323,0.981874907617071,0,0,0.34777768378309787,0.9176333511157142,1127
T001152,A00173,106550,Restaurants,Credit,Kolkata,2023-09-24 03:00:00,1,C0173,Savings,318543,2019-03-11,63,Businessman,1498744,Pune,3,1,1,19,76494.68421052632,47874.20811883835,0.6277976591250813,1,0,0.3344906826058566,0.8531143410749268,1658
T001153,A00010,67107,Healthcare,Credit,Bangalore,2023-05-06 12:00:00,0,C0010,Savings,45108,2022-05-02,32,Businessman,1747960,Bangalore,12,0,1,23,72688.95652173914,45688.780730939216,-0.12217346211559514,0,0,1.487663215766255,0.46069932950410764,369
T001154,A00228,74654,Gambling,Debit,Coimbatore,2023-05-23 20:00:00,1,C0228,Salary,376931,2021-12-21,61,Lawyer,1631329,Coimbatore,20,0,0,17,79147.94117647059,38972.41203638574,-0.115310829934645,0,1,0.1980569439580614,0.5491522556149004,518
T001155,A00265,29716,Jewelry,Online,Delhi,2023-09-27 07:00:00,0,C0265,Salary,14503,2018-08-08,41,Lawyer,1190695,Delhi,7,0,0,16,62643.9375,44984.089748070925,-0.7319907479379877,0,1,2.0488141202426915,0.29948223516517664,1876
T001156,A00438,148984,Education,Debit,Pune,2023-08-03 02:00:00,1,C0438,Savings,436020,2022-07-04,26,Doctor,1542845,Coimbatore,2,1,0,27,75852.74074074074,47117.30907785261,1.552110268827607,1,0,0.34168996447418815,1.1587735644215718,395
T001157,A00248,125423,Electronics,UPI,Mumbai,2023-12-23 04:00:00,0,C0248,Savings,459774,2021-05-18,58,Manager,1293497,Mumbai,4,1,1,14,81692.57142857143,45009.02604472247,0.9715924207730368,0,0,0.27279212658365504,1.1635713109500834,949
T001158,A00247,54126,Jewelry,Debit,Ahmedabad,2023-09-18 20:00:00,0,C0247,Savings,128257,2021-02-01,26,Salesperson,433515,Ahmedabad,20,0,0,23,72699.30434782608,44829.859339542454,-0.41430654972953224,0,1,0.4220087635858972,1.4982457354416803,959
T001159,A00155,146201,Restaurants,UPI,Jaipur,2023-08-07 23:00:00,0,C0155,Savings,109576,2019-06-13,51,Accountant,799097,Mumbai,23,1,0,20,74420.3,40588.57951132767,1.7684950018999082,1,0,1.3342307236007556,2.1954931629076317,1516
T001160,A00034,69942,Jewelry,UPI,Mumbai,2023-07-02 23:00:00,1,C0034,Savings,470182,2021-08-18,58,Teacher,1162522,Mumbai,23,1,1,15,75839.53333333334,39737.87903763264,-0.148410873357087,0,1,0.14875484651720713,0.7219682724283928,683
T001161,A00499,13277,Healthcare,Online,Hyderabad,2023-11-11 11:00:00,0,C0499,Savings,26621,2018-09-25,56,Engineer,1800844,Hyderabad,11,0,1,19,63253.21052631579,34894.63171635263,-1.4322034097553031,0,0,0.4987228607918263,0.08847184986595173,1873
T001162,A00129,149873,Electronics,Credit,Delhi,2023-11-02 02:00:00,0,C0129,Current,296444,2019-01-19,47,Lawyer,1885083,Delhi,2,1,0,19,60333.10526315789,48326.46776973686,1.852812731182353,0,0,0.5055676432390493,0.954056664878947,1748
T001163,A00160,6788,Jewelry,Online,Ahmedabad,2023-08-06 16:00:00,1,C0160,Savings,309224,2019-09-02,54,Lawyer,1867121,Hyderabad,16,0,1,13,79191.92307692308,47595.30783852112,-1.5212407769810279,1,1,0.02195165332686555,0.04362652447270424,1434
T001164,A00089,148562,Healthcare,UPI,Jaipur,2023-11-28 07:00:00,0,C0089,Savings,104853,2021-06-05,45,Doctor,1154016,Kolkata,7,0,0,22,94811.86363636363,36846.24501937936,1.4587683584953193,1,0,1.4168462814961755,1.5448174028782964,906
T001165,A00093,91056,Groceries,Online,Bangalore,2023-03-24 21:00:00,0,C0093,Current,336396,2018-09-07,56,Doctor,1915397,Bangalore,21,0,0,28,79206.21428571429,47221.99932576713,0.25093782312219387,0,0,0.270680178479594,0.5704676367353609,1659
T001166,A00327,37979,Travel,Credit,Chennai,2023-12-30 08:00:00,0,C0327,Salary,361124,2020-07-31,46,Engineer,1495889,Hyderabad,8,0,1,25,73058.44,45846.77524563023,-0.7651451996799602,1,0,0.10516857043959847,0.30466699066575126,1247
T001167,A00241,89469,Education,Online,Hyderabad,2023-04-19 12:00:00,0,C0241,Savings,102661,2022-06-09,28,Manager,1589349,Delhi,12,0,0,19,59409.10526315789,42061.04576273599,0.7146730232626239,1,0,0.871490911924568,0.6755143143513477,314
T001168,A00323,32592,Electronics,UPI,Coimbatore,2023-04-11 07:00:00,0,C0323,Current,222322,2022-05-15,44,Lawyer,1254652,Bangalore,7,0,0,25,82140.32,48565.465984689166,-1.0202377140913401,1,0,0.1465975180255754,0.31172309134325693,331
T001169,A00468,126483,Gambling,Credit,Hyderabad,2023-01-03 15:00:00,0,C0468,Salary,345373,2018-11-16,31,Accountant,1737398,Mumbai,15,0,0,17,61622.470588235294,40638.29532921756,1.596044540902093,1,1,0.3662203871744833,0.873602939568251,1509
T001170,A00404,120228,Electronics,Online,Pune,2023-04-28 04:00:00,1,C0404,Savings,45372,2020-04-24,55,Engineer,1199885,Pune,4,1,0,20,68851.5,36307.943095720875,1.4150209463684835,0,0,2.6497696868181517,1.202395229542831,1099
T001171,A00117,101265,Clothing,Debit,Chennai,2023-06-17 19:00:00,0,C0117,Current,183148,2018-06-14,58,Lawyer,1804868,Chennai,19,0,1,18,85170.94444444444,38382.07751246932,0.4193117360655382,0,0,0.5529104718016479,0.6732791539325867,1829
T001172,A00094,49890,Gambling,Credit,Ahmedabad,2023-01-05 05:00:00,0,C0094,Current,198021,2020-05-24,56,Doctor,1088260,Ahmedabad,5,1,0,27,57786.0,40720.67006494934,-0.1939064359060375,0,1,0.2519417034470917,0.5501258890338706,956
T001173,A00163,74320,Travel,Online,Kolkata,2023-05-11 15:00:00,1,C0163,Salary,418497,2020-05-02,34,Lawyer,1030406,Kolkata,15,0,0,20,67271.8,37371.76247213508,0.18859693880520717,0,0,0.177587467562569,0.8655229103867795,1104
T001174,A00099,27674,Restaurants,Debit,Hyderabad,2023-02-19 04:00:00,0,C0099,Salary,11548,2022-03-23,62,Teacher,1716012,Kolkata,4,1,1,24,76495.08333333333,48998.35600517782,-0.9963820689856256,1,0,2.396224781366352,0.19352312221592857,333
T001175,A00113,71361,Jewelry,Credit,Kolkata,2023-08-18 13:00:00,1,C0113,Savings,118132,2019-05-07,48,Accountant,305287,Kolkata,13,0,0,21,62365.57142857143,39176.22345833174,0.22961449004895046,0,1,0.6040733749248728,2.8050064365662477,1564
T001176,A00359,143021,Clothing,Debit,Mumbai,2023-11-10 18:00:00,0,C0359,Savings,61447,2022-08-13,37,Manager,1003662,Mumbai,18,0,0,24,88721.95833333333,43836.39881420677,1.2386747802164146,0,0,2.32751269365968,1.7099900165593596,454
T001177,A00091,120383,Jewelry,Online,Jaipur,2023-04-24 16:00:00,0,C0091,Salary,408172,2022-07-01,38,Doctor,1164909,Kolkata,16,0,0,15,61073.666666666664,35668.72672978122,1.6627824643881566,1,1,0.29493131588811605,1.2400934321908406,297
T001178,A00346,99889,Education,Debit,Hyderabad,2023-11-14 23:00:00,1,C0346,Salary,71912,2022-08-26,60,Doctor,751282,Hyderabad,23,1,0,18,62083.833333333336,38328.129805436016,0.9863556311924413,0,0,1.389025628189618,1.5954967641977313,445
T001179,A00206,137753,Electronics,Debit,Kolkata,2023-12-24 22:00:00,0,C0206,Current,120053,2020-09-27,55,Manager,564480,Jaipur,22,1,1,23,89527.86956521739,41728.61031529627,1.155685034090506,1,0,1.147425325270295,2.9284226190476192,1183
T001180,A00017,136393,Travel,UPI,Ahmedabad,2023-01-17 20:00:00,0,C0017,Savings,213524,2020-04-16,43,Engineer,326734,Ahmedabad,20,0,0,22,90543.22727272728,46508.75848076443,0.9858309321723937,0,0,0.6387682941107599,5.009322568205329,1006
T001181,A00274,123538,Groceries,Debit,Delhi,2023-04-30 17:00:00,0,C0274,Savings,94489,2019-09-05,56,Salesperson,798716,Delhi,17,0,1,13,90913.38461538461,33093.49881406332,0.9858315546481693,0,0,1.3074187744734893,1.8560489585785185,1333
T001182,A00173,53000,Jewelry,Credit,Ahmedabad,2023-05-17 04:00:00,1,C0173,Savings,318543,2019-03-11,63,Businessman,1498744,Pune,4,1,0,19,76494.68421052632,47874.20811883835,-0.49075870147460954,1,1,0.16638203827414738,0.42435532686035776,1528
T001183,A00116,91181,Electronics,Debit,Jaipur,2023-04-23 06:00:00,0,C0116,Savings,105689,2021-08-29,56,Teacher,956702,Mumbai,6,0,1,25,83518.12,43218.062415422246,0.17730734724621822,1,0,0.8627211656731952,1.1436915570365693,602
T001184,A00349,136204,Travel,Debit,Chennai,2023-04-13 19:00:00,1,C0349,Salary,276038,2018-02-10,47,Accountant,1408252,Chennai,19,0,0,20,85608.3,50300.13683574565,1.0058759912566342,0,0,0.4934230308036183,1.16062182052644,1888
T001185,A00468,36877,Groceries,Credit,Mumbai,2023-06-29 19:00:00,0,C0468,Salary,345373,2018-11-16,31,Accountant,1737398,Mumbai,19,0,0,17,61622.470588235294,40638.29532921756,-0.6089199949891633,0,0,0.10677410575202534,0.2547050244100661,1686
T001186,A00181,123065,Groceries,Online,Mumbai,2023-03-22 01:00:00,0,C0181,Current,101722,2022-08-01,60,Salesperson,1253959,Mumbai,1,1,0,29,73392.24137931035,41673.0657950802,1.1919631462908562,0,0,1.2098050588362514,1.1776940075393214,233
T001187,A00091,127952,Restaurants,Online,Kolkata,2023-06-14 23:00:00,0,C0091,Salary,408172,2022-07-01,38,Doctor,1164909,Kolkata,23,1,0,15,61073.666666666664,35668.72672978122,1.8749851610905415,0,0,0.3134749236230716,1.3180634710522452,348
T001188,A00082,37169,Jewelry,Debit,Ahmedabad,2023-10-13 00:00:00,0,C0082,Salary,104071,2021-04-20,22,Engineer,364323,Kolkata,0,1,0,23,80403.65217391304,48446.8190255222,-0.892414673317079,1,1,0.35714697517103544,1.224265281082995,906
T001189,A00324,127866,Jewelry,Credit,Mumbai,2023-07-22 00:00:00,0,C0324,Savings,194784,2021-11-01,54,Accountant,394270,Mumbai,0,1,1,23,68836.13043478261,43677.81306474234,1.3514840927983083,0,1,0.6564468516569552,3.891729018185507,628
T001190,A00449,131105,Healthcare,Debit,Kolkata,2023-11-14 15:00:00,0,C0449,Current,421441,2020-12-22,45,Lawyer,1856182,Kolkata,15,0,0,13,63589.07692307692,40873.17136268716,1.65183960103859,0,0,0.3110866975764162,0.8475785240886938,1057
T001191,A00114,110649,Education,Credit,Delhi,2023-05-21 08:00:00,0,C0114,Savings,192604,2020-06-14,56,Businessman,1606241,Kolkata,8,0,1,22,56588.318181818184,45121.327915897375,1.1981181475630924,1,0,0.5744866436489188,0.8266430753541966,1071
T001192,A00257,120197,Restaurants,Credit,Mumbai,2023-11-25 00:00:00,0,C0257,Current,485743,2019-01-22,45,Lawyer,1113738,Coimbatore,0,1,1,17,70820.58823529411,40954.01503067011,1.2056549700372068,1,0,0.2474492736914918,1.2950658054228195,1768
T001193,A00058,82966,Electronics,Online,Hyderabad,2023-01-29 07:00:00,0,C0058,Salary,142478,2019-11-17,63,Manager,1090756,Hyderabad,7,0,1,24,55821.041666666664,33431.06935365101,0.8119679943880955,0,0,0.5823033569859418,0.9127540898239387,1169
T001194,A00154,59437,Clothing,Debit,Jaipur,2023-11-09 18:00:00,0,C0154,Savings,357680,2018-06-26,41,Lawyer,979290,Jaipur,18,0,0,27,68555.22222222222,42585.221422942326,-0.21411705557810898,0,0,0.1661732102068603,0.7283276659620745,1962
T001195,A00365,69076,Education,Debit,Pune,2023-02-01 03:00:00,0,C0365,Current,238103,2022-12-12,55,Teacher,600709,Pune,3,1,0,19,87713.31578947368,40248.93068014027,-0.46305120346140655,0,0,0.2901085240063166,1.379889430656108,51
T001196,A00404,1645,Healthcare,Debit,Pune,2023-02-25 01:00:00,0,C0404,Savings,45372,2020-04-24,55,Engineer,1199885,Pune,1,1,1,20,68851.5,36307.943095720875,-1.8510136975487526,0,0,0.03625504154453089,0.01645157660942507,1037
T001197,A00116,130967,Gambling,Debit,Mumbai,2023-11-27 07:00:00,1,C0116,Savings,105689,2021-08-29,56,Teacher,956702,Mumbai,7,0,0,25,83518.12,43218.062415422246,1.0978946613550171,0,1,1.2391616993093009,1.6427309653371687,820
T001198,A00343,52759,Clothing,Debit,Pune,2023-06-06 04:00:00,0,C0343,Current,8754,2018-07-09,54,Businessman,1081452,Ahmedabad,4,1,0,28,69067.96428571429,40732.21809482762,-0.4003947010139692,1,0,6.02615648201028,0.5854240410115289,1793
T001199,A00266,32897,Healthcare,Debit,Chennai,2023-09-02 06:00:00,0,C0266,Current,196775,2021-02-26,56,Engineer,300126,Chennai,6,0,1,21,68054.80952380953,42535.41071345033,-0.8265538978959972,0,0,0.16717994064316788,1.315327562423782,918
T001200,A00315,96580,Electronics,UPI,Bangalore,2023-07-19 13:00:00,0,C0315,Salary,349710,2022-02-08,58,Accountant,952026,Bangalore,13,0,0,20,78314.45,40553.84654152005,0.45040240464734393,0,0,0.27617089539648454,1.2173617107095815,526
T001201,A00203,102083,Restaurants,Debit,Hyderabad,2023-01-23 05:00:00,0,C0203,Current,99439,2019-08-27,59,Businessman,1153088,Bangalore,5,1,0,19,85129.8947368421,39449.058184638205,0.4297467681943184,1,0,1.02657884151247,1.062361242160182,1245
T001202,A00041,57972,Restaurants,UPI,Jaipur,2023-03-17 18:00:00,0,C0041,Salary,453893,2019-12-05,46,Manager,1309940,Jaipur,18,0,0,16,79210.625,46276.58303559155,-0.45894972374397797,0,0,0.12772145038268848,0.5310655449867933,1198
T001203,A00105,65761,Education,UPI,Jaipur,2023-04-08 13:00:00,0,C0105,Current,111297,2021-05-11,55,Businessman,1014743,Ahmedabad,13,0,1,23,74956.47826086957,42837.4655719092,-0.21465971756507302,1,0,0.5908551815845747,0.7776668575195886,697
T001204,A00389,37776,Healthcare,UPI,Pune,2023-10-06 22:00:00,1,C0389,Current,167728,2019-03-18,34,Teacher,1684775,Pune,22,1,0,18,76098.77777777778,45943.80291124922,-0.834122892521693,0,0,0.22522044488430742,0.2690638215785491,1663
T001205,A00378,137814,Jewelry,Debit,Coimbatore,2023-07-28 14:00:00,0,C0378,Savings,389865,2018-07-20,54,Lawyer,952465,Jaipur,14,0,0,25,66999.68,43924.60326108061,1.6121789325925462,1,1,0.3534906865435816,1.7363031712451378,1834
T001206,A00193,97751,Restaurants,Credit,Chennai,2023-07-09 09:00:00,0,C0193,Savings,434440,2020-12-27,22,Manager,1274323,Chennai,9,0,1,18,72013.61111111111,41868.23163370991,0.6147235716582454,0,0,0.22500408571014247,0.9204981782483719,924
T001207,A00401,127213,Jewelry,Online,Delhi,2023-10-29 03:00:00,1,C0401,Current,382869,2019-07-05,33,Manager,725037,Mumbai,3,1,1,26,76103.69230769231,45992.43967068433,1.111254546578986,1,1,0.33226160315511793,2.1054870303170734,1577
T001208,A00278,90161,Groceries,Credit,Ahmedabad,2023-07-24 11:00:00,0,C0278,Current,75119,2019-01-01,54,Lawyer,1483445,Bangalore,11,0,0,28,65090.57142857143,45616.299672480265,0.5495936485736752,1,0,1.2002263045793398,0.7293374543714125,1665
T001209,A00354,107336,Healthcare,Credit,Coimbatore,2023-11-29 10:00:00,0,C0354,Current,34725,2021-01-03,28,Doctor,520178,Coimbatore,10,0,0,23,93305.56521739131,49851.26423474507,0.2814459171294162,0,0,3.090940505672983,2.476137014637297,1060
T001210,A00237,76819,Healthcare,Debit,Chennai,2023-07-06 21:00:00,1,C0237,Savings,494934,2019-04-21,52,Salesperson,688349,Coimbatore,21,0,0,31,74981.3870967742,36378.748255611565,0.0505133626455205,1,0,0.15521028013779586,1.3391869531298803,1537
T001211,A00425,76405,Education,Credit,Ahmedabad,2023-02-21 11:00:00,1,C0425,Current,203436,2022-08-10,26,Engineer,462491,Ahmedabad,11,0,0,19,69566.63157894737,45208.23541643532,0.15126377656772153,0,0,0.3755708155350305,1.9824385771831237,195
